time,joint,position,velocity,effort
1744275117.4660668,joint6,0.06749515980482101,0.023980824276804924,0.0
1744275117.4821987,gripper,-0.006095017194747925,0.0,0.0047882001018524165
1744275117.4821987,joint1,-0.8130098581314087,0.0,0.0
1744275117.4821987,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.4821987,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.4821987,joint4,-0.012271846644580364,0.0,0.0
1744275117.4821987,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.4821987,joint6,0.06902913749217987,0.0,0.0
1744275117.4980986,gripper,-0.006095017194747925,0.0,0.0
1744275117.4980986,joint1,-0.8130098581314087,0.0,0.0
1744275117.4980986,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275117.4980986,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.4980986,joint4,-0.013805827125906944,0.0,0.0
1744275117.4980986,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.4980986,joint6,0.06749515980482101,0.0,0.0
1744275117.5141234,gripper,-0.006095017194747925,0.023980824276804924,0.0
1744275117.5141234,joint1,-0.8130098581314087,0.0,0.0
1744275117.5141234,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275117.5141234,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.5141234,joint4,-0.012271846644580364,0.0,0.0
1744275117.5141234,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.5141234,joint6,0.06749515980482101,0.0,0.0
1744275117.5300255,gripper,-0.006084790627161662,0.023980824276804924,0.0
1744275117.5300255,joint1,-0.8130098581314087,0.0,0.0
1744275117.5300255,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.5300255,joint3,1.1550875902175903,0.0,-0.32080941955566405
1744275117.5300255,joint4,-0.012271846644580364,0.0,0.0
1744275117.5300255,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.5300255,joint6,0.06749515980482101,0.0,0.0
1744275117.546012,gripper,-0.006084790627161662,0.023980824276804924,0.0047882001018524165
1744275117.546012,joint1,-0.8130098581314087,0.0,0.0
1744275117.546012,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275117.546012,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.546012,joint4,-0.013805827125906944,0.0,0.0
1744275117.546012,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.546012,joint6,0.06749515980482101,0.0,0.0
1744275117.5620153,gripper,-0.006084790627161662,0.023980824276804924,0.0
1744275117.5620153,joint1,-0.8130098581314087,0.0,0.0
1744275117.5620153,joint2,0.5092816352844238,0.0,-0.598525
1744275117.5620153,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275117.5620153,joint4,-0.013805827125906944,0.0,0.0
1744275117.5620153,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.5620153,joint6,0.06749515980482101,0.0,0.0
1744275117.5780206,gripper,-0.006084790627161662,0.0,0.0047882001018524165
1744275117.5780206,joint1,-0.8130098581314087,0.0,0.0
1744275117.5780206,joint2,0.5092816352844238,0.0,-0.598525
1744275117.5780206,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275117.5780206,joint4,-0.013805827125906944,0.0,0.0
1744275117.5780206,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.5780206,joint6,0.06749515980482101,0.0,0.0
1744275117.594072,gripper,-0.006074564059575399,0.0,0.0
1744275117.594072,joint1,-0.8130098581314087,0.0,0.0
1744275117.594072,joint2,0.5092816352844238,0.0,-0.6081014086914062
1744275117.594072,joint3,1.1566215753555298,0.0,-0.32080941955566405
1744275117.594072,joint4,-0.013805827125906944,0.0,0.0
1744275117.594072,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.594072,joint6,0.06749515980482101,0.0,0.0
1744275117.6100268,gripper,-0.006074564059575399,0.0,0.0047882001018524165
1744275117.6100268,joint1,-0.8130098581314087,0.0,0.0
1744275117.6100268,joint2,0.5092816352844238,0.0,-0.6081014086914062
1744275117.6100268,joint3,1.1550875902175903,0.0,-0.32080941955566405
1744275117.6100268,joint4,-0.013805827125906944,0.0,0.0
1744275117.6100268,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.6100268,joint6,0.06749515980482101,0.0,0.0
1744275117.6261299,gripper,-0.006064337491989136,0.0,0.0
1744275117.6261299,joint1,-0.8130098581314087,0.0,0.0
1744275117.6261299,joint2,0.5092816352844238,0.0,-0.598525
1744275117.6261299,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.6261299,joint4,-0.013805827125906944,0.0,0.0
1744275117.6261299,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.6261299,joint6,0.06749515980482101,0.0,0.0
1744275117.642126,gripper,-0.006064337491989136,0.023980824276804924,0.0047882001018524165
1744275117.642126,joint1,-0.8130098581314087,0.0,0.0
1744275117.642126,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275117.642126,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.642126,joint4,-0.013805827125906944,0.0,0.0
1744275117.642126,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.642126,joint6,0.06749515980482101,0.0,0.0
1744275117.6580818,gripper,-0.006064337491989136,0.023980824276804924,0.0047882001018524165
1744275117.6580818,joint1,-0.8130098581314087,0.0,0.0
1744275117.6580818,joint2,0.5092816352844238,0.0,-0.6081014086914062
1744275117.6580818,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.6580818,joint4,-0.013805827125906944,0.0,0.0
1744275117.6580818,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.6580818,joint6,0.06596117466688156,0.0,0.0
1744275117.67403,gripper,-0.0060541109244028725,0.023980824276804924,0.009576400203704833
1744275117.67403,joint1,-0.8145438432693481,0.0,0.0
1744275117.67403,joint2,0.5092816352844238,0.0,-0.598525
1744275117.67403,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275117.67403,joint4,-0.013805827125906944,0.0,0.0
1744275117.67403,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.67403,joint6,0.06596117466688156,0.0,0.0
1744275117.6900148,gripper,-0.0060541109244028725,0.023980824276804924,0.0
1744275117.6900148,joint1,-0.8145438432693481,0.0,0.0
1744275117.6900148,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.6900148,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.6900148,joint4,-0.013805827125906944,0.0,0.0
1744275117.6900148,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.6900148,joint6,0.06596117466688156,0.0,0.0
1744275117.7060559,gripper,-0.0060438843568166095,0.023980824276804924,0.0047882001018524165
1744275117.7060559,joint1,-0.8145438432693481,0.0,0.0
1744275117.7060559,joint2,0.5092816352844238,0.0,-0.598525
1744275117.7060559,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275117.7060559,joint4,-0.013805827125906944,0.0,0.0
1744275117.7060559,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.7060559,joint6,0.0644271969795227,-0.023980824276804924,0.0
1744275117.7219868,gripper,-0.0060438843568166095,0.023980824276804924,0.0047882001018524165
1744275117.7219868,joint1,-0.8145438432693481,0.0,0.0
1744275117.7219868,joint2,0.5092816352844238,0.0,-0.598525
1744275117.7219868,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275117.7219868,joint4,-0.013805827125906944,0.0,0.0
1744275117.7219868,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.7219868,joint6,0.06596117466688156,0.0,0.0
1744275117.7379608,gripper,-0.0060336577892303464,0.023980824276804924,0.0047882001018524165
1744275117.7379608,joint1,-0.8145438432693481,0.0,0.0
1744275117.7379608,joint2,0.5092816352844238,0.0,-0.598525
1744275117.7379608,joint3,1.1550875902175903,0.0,-0.32080941955566405
1744275117.7379608,joint4,-0.013805827125906944,0.0,0.0
1744275117.7379608,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.7379608,joint6,0.0644271969795227,0.0,0.0
1744275117.7540598,gripper,-0.0060336577892303464,0.023980824276804924,0.0047882001018524165
1744275117.7540598,joint1,-0.8145438432693481,0.0,0.0
1744275117.7540598,joint2,0.5092816352844238,0.0,-0.598525
1744275117.7540598,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275117.7540598,joint4,-0.013805827125906944,0.0,0.0
1744275117.7540598,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.7540598,joint6,0.0644271969795227,0.0,0.0
1744275117.7700021,gripper,-0.006023431221644083,0.023980824276804924,0.0047882001018524165
1744275117.7700021,joint1,-0.8145438432693481,0.0,0.0
1744275117.7700021,joint2,0.5092816352844238,0.0,-0.598525
1744275117.7700021,joint3,1.1550875902175903,0.0,-0.32080941955566405
1744275117.7700021,joint4,-0.013805827125906944,0.0,0.0
1744275117.7700021,joint5,1.2655341625213623,0.0,-0.009576400203704833
1744275117.7700021,joint6,0.0644271969795227,0.0,0.0
1744275117.786007,gripper,-0.006023431221644083,0.023980824276804924,0.0
1744275117.786007,joint1,-0.8145438432693481,0.0,0.0
1744275117.786007,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.786007,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275117.786007,joint4,-0.013805827125906944,0.0,0.0
1744275117.786007,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.786007,joint6,0.0644271969795227,0.0,0.0
1744275117.8022416,gripper,-0.006013205051422119,0.04796164855360985,0.0
1744275117.8022416,joint1,-0.8145438432693481,0.0,0.0
1744275117.8022416,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.8022416,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.8022416,joint4,-0.013805827125906944,0.0,0.0
1744275117.8022416,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.8022416,joint6,0.0644271969795227,0.0,0.0
1744275117.8180363,gripper,-0.006002978483835856,0.04796164855360985,0.009576400203704833
1744275117.8180363,joint1,-0.8145438432693481,0.0,0.0
1744275117.8180363,joint2,0.5092816352844238,0.0,-0.6081014086914062
1744275117.8180363,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.8180363,joint4,-0.013805827125906944,0.0,0.0
1744275117.8180363,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.8180363,joint6,0.0644271969795227,0.0,0.0
1744275117.8348749,gripper,-0.006002978483835856,0.04796164855360985,0.0047882001018524165
1744275117.8348749,joint1,-0.8130098581314087,0.0,0.0
1744275117.8348749,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.8348749,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.8348749,joint4,-0.013805827125906944,0.0,0.0
1744275117.8348749,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.8348749,joint6,0.0644271969795227,0.0,0.0
1744275117.8499599,gripper,-0.005992751916249593,0.04796164855360985,0.0047882001018524165
1744275117.8499599,joint1,-0.8145438432693481,0.0,0.0
1744275117.8499599,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275117.8499599,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275117.8499599,joint4,-0.015339808538556099,0.0,0.0
1744275117.8499599,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.8499599,joint6,0.0644271969795227,0.0,0.0
1744275117.8661783,gripper,-0.005992751916249593,0.04796164855360985,-0.0047882001018524165
1744275117.8661783,joint1,-0.8145438432693481,0.0,0.0
1744275117.8661783,joint2,0.5092816352844238,0.0,-0.6081014086914062
1744275117.8661783,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275117.8661783,joint4,-0.015339808538556099,0.0,0.0
1744275117.8661783,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.8661783,joint6,0.0644271969795227,0.0,0.0
1744275117.8820148,gripper,-0.00598252534866333,0.04796164855360985,0.0047882001018524165
1744275117.8820148,joint1,-0.8145438432693481,0.0,0.0
1744275117.8820148,joint2,0.5092816352844238,0.0,-0.6081014086914062
1744275117.8820148,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275117.8820148,joint4,-0.015339808538556099,0.0,0.0
1744275117.8820148,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.8820148,joint6,0.0644271969795227,0.0,0.0
1744275117.897979,gripper,-0.005972298781077067,0.04796164855360985,-0.0047882001018524165
1744275117.897979,joint1,-0.8145438432693481,0.0,0.0
1744275117.897979,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.897979,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275117.897979,joint4,-0.015339808538556099,0.0,0.0
1744275117.897979,joint5,1.2655341625213623,0.0,-0.023941001358032225
1744275117.897979,joint6,0.0644271969795227,0.0,0.0
1744275117.9168518,gripper,-0.005972298781077067,0.04796164855360985,0.0
1744275117.9168518,joint1,-0.8145438432693481,0.0,0.0
1744275117.9168518,joint2,0.5092816352844238,0.0,-0.598525
1744275117.9168518,joint3,1.1550875902175903,0.0,-0.32080941955566405
1744275117.9168518,joint4,-0.015339808538556099,0.0,0.0
1744275117.9168518,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.9168518,joint6,0.0644271969795227,0.0,0.0
1744275117.9299414,gripper,-0.005962072213490804,0.04796164855360985,0.009576400203704833
1744275117.9299414,joint1,-0.8145438432693481,0.0,0.0
1744275117.9299414,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275117.9299414,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.9299414,joint4,-0.015339808538556099,0.0,0.0
1744275117.9299414,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.9299414,joint6,0.0644271969795227,0.0,0.0
1744275117.9458961,gripper,-0.005951845645904541,0.04796164855360985,-0.019152800407409666
1744275117.9458961,joint1,-0.8145438432693481,0.0,0.0
1744275117.9458961,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.9458961,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.9458961,joint4,-0.015339808538556099,0.0,0.0
1744275117.9458961,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.9458961,joint6,0.0644271969795227,0.0,0.0
1744275117.961945,gripper,-0.005951845645904541,0.04796164855360985,0.019152800407409666
1744275117.961945,joint1,-0.8145438432693481,0.0,0.0
1744275117.961945,joint2,0.5092816352844238,0.0,-0.6081014086914062
1744275117.961945,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275117.961945,joint4,-0.015339808538556099,0.0,0.0
1744275117.961945,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.961945,joint6,0.0644271969795227,0.0,0.0
1744275117.9779167,gripper,-0.005941619078318278,0.04796164855360985,0.019152800407409666
1744275117.9779167,joint1,-0.8145438432693481,0.0,0.0
1744275117.9779167,joint2,0.5092816352844238,0.0,-0.598525
1744275117.9779167,joint3,1.1550875902175903,0.0,-0.32559759674072264
1744275117.9779167,joint4,-0.015339808538556099,0.0,0.0
1744275117.9779167,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275117.9779167,joint6,0.0644271969795227,0.0,0.0
1744275117.9938748,gripper,-0.005931392510732015,0.04796164855360985,0.0047882001018524165
1744275117.9938748,joint1,-0.8130098581314087,0.0,0.0
1744275117.9938748,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275117.9938748,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275117.9938748,joint4,-0.015339808538556099,0.0,0.0
1744275117.9938748,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275117.9938748,joint6,0.0644271969795227,0.0,0.0
1744275118.010035,gripper,-0.005931392510732015,0.04796164855360985,0.0047882001018524165
1744275118.010035,joint1,-0.8130098581314087,0.0,0.0
1744275118.010035,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275118.010035,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275118.010035,joint4,-0.015339808538556099,0.0,0.0
1744275118.010035,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275118.010035,joint6,0.0644271969795227,0.0,0.0
1744275118.0259917,gripper,-0.005910939375559489,0.04796164855360985,0.0047882001018524165
1744275118.0259917,joint1,-0.8130098581314087,0.0,0.0
1744275118.0259917,joint2,0.5092816352844238,0.0,-0.598525
1744275118.0259917,joint3,1.1550875902175903,0.0,-0.3351740054321289
1744275118.0259917,joint4,-0.015339808538556099,0.0,0.0
1744275118.0259917,joint5,1.2655341625213623,0.0,-0.023941001358032225
1744275118.0259917,joint6,0.0644271969795227,0.0,0.0
1744275118.0418742,gripper,-0.005910939375559489,0.07194247096776962,0.0047882001018524165
1744275118.0418742,joint1,-0.8130098581314087,0.0,0.0
1744275118.0418742,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275118.0418742,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275118.0418742,joint4,-0.015339808538556099,0.0,0.0
1744275118.0418742,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275118.0418742,joint6,0.0644271969795227,0.0,0.0
1744275118.0579216,gripper,-0.005900712807973226,0.07194247096776962,0.0047882001018524165
1744275118.0579216,joint1,-0.8145438432693481,0.0,0.0
1744275118.0579216,joint2,0.5092816352844238,0.0,-0.5937367956542968
1744275118.0579216,joint3,1.1550875902175903,0.0,-0.32080941955566405
1744275118.0579216,joint4,-0.015339808538556099,0.0,0.0
1744275118.0579216,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275118.0579216,joint6,0.0644271969795227,0.0,0.0
1744275118.0739222,gripper,-0.005890486240386963,0.07194247096776962,0.009576400203704833
1744275118.0739222,joint1,-0.8130098581314087,0.0,0.0
1744275118.0739222,joint2,0.5092816352844238,0.0,-0.6033132043457031
1744275118.0739222,joint3,1.1550875902175903,0.0,-0.32080941955566405
1744275118.0739222,joint4,-0.015339808538556099,0.0,0.0
1744275118.0739222,joint5,1.2655341625213623,0.0,-0.014364599456787109
1744275118.0739222,joint6,0.0644271969795227,0.0,0.0
1744275118.0901296,gripper,-0.005870033502578736,0.07194247096776962,-0.014364599456787109
1744275118.0901296,joint1,-0.8145438432693481,0.0,0.0
1744275118.0901296,joint2,0.5092816352844238,0.0,-0.598525
1744275118.0901296,joint3,1.1550875902175903,0.0,-0.3303858010864258
1744275118.0901296,joint4,-0.015339808538556099,0.0,0.0
1744275118.0901296,joint5,1.2655341625213623,0.0,-0.019152800407409666
1744275118.0901296,joint6,0.0644271969795227,0.0,0.0
1744275118.1058626,gripper,-0.005829127232233684,0.0959232971072197,0.023941001358032225
1744275118.1058626,joint1,-0.8130098581314087,0.0,0.0
1744275118.1058626,joint2,0.5092816352844238,0.0,-0.598525
